"","rGAL_1 MaxLFQ Intensity","rGAL_2 MaxLFQ Intensity","rGAL_3 MaxLFQ Intensity","UL_1 MaxLFQ Intensity","UL_2 MaxLFQ Intensity","UL_3 MaxLFQ Intensity"
"AIMP1",15.652270356809,15.5815517370196,15.5694087901182,15.2723487825053,15.1126392970875,15.2649776470253
"ACACA",16.8084660012693,16.6939592299597,16.9346664581648,17.3378612396284,17.0710218233106,16.958441926335
"CHAF1B",13.9424744604661,13.8521446025388,13.3066027410473,13.5137763181582,13.9228233455507,13.7960117161855
"AIMP2",15.9006732063686,15.7893761217853,15.9068645310584,15.3834398371384,15.6189890800734,15.3010899511182
"DDX10",16.1831842025307,16.0377976622115,16.0426586569803,15.9313433066475,15.7480545235228,15.4667752648711
"EIF3I",14.1328724044849,14.3820146699429,14.0551346330436,14.2385812586257,14.2538832269894,13.8266254461865
"SF3B2",10.0189058451078,15.4487564432028,12.2922623332107,15.0753140958678,15.9377843707306,15.1960842661994
"KRR1",14.6553881462477,14.3820146699429,14.0713735321765,14.0711412064951,12.7925112846742,12.6474957401943
"THOC5",14.7012559884114,14.8171216683311,14.9220952919049,14.1572055171568,14.9250739405627,14.9168345586673
"PKP1",13.2952743884787,13.2031029604095,15.590368541555,15.7083700449171,16.2487159010819,16.1623059573327
"BLMH",15.3827254709461,15.1434689950306,15.9720465325138,16.1636292366431,15.8523768635695,16.2940976627636
"EIF3A",14.8646786975767,12.7576755359346,12.0639927026887,14.30228548875,14.890481843047,14.5042420549127
"ELOA",15.539581868114,15.8715893248402,15.7481248546925,15.7999236631247,15.2945563875782,15.3892946890663
"PDIA5",14.8044263581516,14.5414845188359,14.0833454396844,12.7063523884667,13.9789035621378,13.1814638354278
"RRP1B",15.5779046713265,14.9467290784792,15.477437962202,15.5803661059944,15.4149241458762,15.2092863082601
"CHD4",14.8870897843657,14.5153014414111,14.3440231572838,12.8912723333315,15.0086170442969,12.9819767912227
"NUMA1",13.4624659747105,14.1068115467404,13.9243112952433,13.7504456153712,14.0620746471981,14.1333580224089
"KARS1",16.5187682433828,16.6940634629375,16.7648172424989,16.5281703605706,16.1770724100295,16.4272868148842
"PUM3",13.3252054319428,11.6714814463994,14.680890216346,15.4148184220401,14.7639737727038,15.0679787980817
"DLGAP5",14.8598700885997,14.5804815861087,14.6947444115386,14.4657621603477,14.8509288512624,14.9026694274175
"SF3A2",12.3166433765151,12.7261985073754,11.7143095787736,12.5712623002596,12.1531333487391,11.8492957766287
"CDSN",13.336794400638,13.8588167543573,13.8897766769643,13.8501374300964,14.1475746158839,13.7469837714476
"MED22",14.6118850613206,14.5711194376375,14.2246272140525,14.7652766699907,13.5294819521649,12.6615762667754
"TRIP13",14.7887107889007,15.0343086689661,14.3672483293419,15.0140722682762,14.9165002033628,14.8898018640087
"MED1",13.6647414825581,13.7274055578552,13.9292570214295,14.413214443512,13.9096872375945,14.2602263856041
"SMN1",17.3862961615359,17.1661415997965,16.94505272577,17.7912349528123,17.6904798445225,17.2096517377894
"IFI16",16.7102505748476,16.8556539785215,16.7496850206283,16.5168554283691,16.5073671128079,16.4874718723112
"RABL6",16.5568897882958,16.187994167766,16.1852022052053,16.2021911806853,16.2559891489049,16.3915446789699
"FLG2",14.5153264285679,14.8860945940902,14.5688361075355,14.493001034778,14.6897570290887,15.1097900167081
"HP1BP3",16.7210942475964,16.9373857751627,17.0042707297385,17.2116047796994,16.6034301747284,16.7779838001272
"GPATCH4",14.0086182259615,13.683199258103,13.427876270481,14.0692731728219,14.4254725490334,13.6317356962257
"KPRP",15.7081399401481,15.5206426188816,15.5544565306182,15.733273989737,16.1010394286637,16.1164036661313
"ATAD3B",14.541356991045,13.8230992974612,13.5218649095722,13.8934112268847,15.8201596867875,13.6266019189658
"THOC7",14.8647164639886,14.4581681098824,14.6354175464467,14.7437310596614,15.0512569562973,14.9085847671506
"NFRKB",14.8374683804097,14.33062954261,14.7240704035194,14.2420684758517,14.2048384154256,14.0493680247649
"RSBN1L",15.6165404299478,15.7841384248125,15.7250177384819,16.2010213652574,16.0571879339904,16.0284776410354
"INO80C",16.8666434867828,16.8785455685416,16.529997732075,16.5256161434715,16.6953120945902,16.4048535071549
"GIGYF2",14.5256015546922,15.0652747530602,14.5816528834907,14.8360937615316,14.5216317223127,14.5816537072258
"NCCRP1",12.9134551605658,11.2676792400775,14.2417280345914,15.345943765746,15.8489571215094,16.0553784057662
"SND1",16.4806512977831,15.8021897326061,15.3348692842805,15.6170455461671,13.647035223322,13.0155608796487
"EIF3M",16.0532786102665,15.9359141097173,15.6725125242627,15.9448042394313,15.3800490589272,15.5206524396181
"TAF8",15.7090723394595,15.4307997890476,15.1405048003418,15.3686619629934,15.9374443071079,15.4345807646388
"MTDH",19.3734017378987,19.4512387860323,19.6133963265749,19.3110288632042,19.5528114794819,19.2837126036404
"KTN1",17.3503155140484,17.5851523937596,17.4811482433655,17.3156908959784,17.184414162985,17.3130673386701
"N4BP2",13.6221931298242,13.3432370354556,12.4421468316647,13.7288603244658,13.7619359552236,13.9381414960482
"THOC6",16.1468749056942,15.9711531229709,16.1712456149413,16.1175574753519,16.3265758278535,16.4027108868299
"HRNR",17.3513814120527,17.5859144293119,17.1008809685876,18.0274482802699,18.38040965531,18.4522305405316
"ANKHD1",13.6248216096102,13.4513578213057,14.1965775889522,13.8773863303894,14.8312550591684,15.0056194180041
"ABCF1",18.3985632602864,18.0563998921262,18.3768260768709,18.3204627301789,18.1183228060101,18.1425393821079
"DDX55",13.3799200661283,11.1360845436656,14.0050615005732,14.2890382560596,14.262734767183,13.9398749401597
"THOC2",15.0733821082509,14.980805599029,15.1828068422029,15.4486922486478,15.2507773119836,15.3311597804034
"PIP4K2C",15.2468279813102,15.1834488300601,15.3472770542769,15.1288059309203,15.1113639267087,14.973120863618
"STT3B",15.5822509972422,15.0224712862727,15.2068539991068,16.1688472935732,15.3537539215251,15.3568195437675
"UBASH3B",10.8091914850142,11.0092094614124,15.091561005079,15.0915607984781,15.0060757593901,15.0861985924032
"POF1B",13.5502276166204,13.1458937271555,13.6546591857455,13.4656120694469,14.839909409958,14.1942839311557
"BBX",14.7869102633744,14.826154691409,14.5450357889621,14.7376868670232,14.5150802592176,14.9408965685908
"H1-10",16.5969916129936,17.1856631333276,17.1459789005426,16.8663050457899,16.148010868455,16.4666022684511
"AP3S1",16.4693065081071,16.3118828519627,15.9105942494808,16.3437567733205,16.2281020491373,16.2916266867015
"DHX38",13.7044973304304,13.4674487656464,13.822029619229,14.0511176647903,14.0738306911062,14.1333144294622
"DDX17",15.2061956682309,15.2524265032546,15.271645979449,15.3958612016391,15.3203963557672,15.1491574514014
"SMARCC1",16.7112451714787,17.1952798250517,16.9896781721149,17.5280296858699,16.6402114616481,16.8153845467625
"ARHGEF2",14.6593211432138,14.206161994373,13.8351001166846,14.2859222921495,14.0647767774677,14.426613197914
"RPL36AL",14.2149777768722,14.400999011218,14.076807248097,13.8482744980642,14.3449259783456,14.2248953164268
"CCDC47",14.7838607943979,14.7394140891502,15.4555225078175,14.9252842337648,15.7462756951489,14.9422850340684
"LRRC59",16.4359629368838,16.3745282391861,16.2881160973314,16.1433101844747,16.416601445746,16.0995744466332
"CUSTOS",14.794801569183,14.5650598205847,14.9160194784808,14.6138671441899,14.9643204240523,15.199036578609
"CCDC124",16.2868515551912,15.8248369036053,15.4871360333615,15.1545441766368,11.7696235089888,12.3312581918453
"AP2M1",15.1798086509379,15.0420338067499,14.7517288297964,15.5678120838435,15.7617972269182,15.900698321808
"THOC1",16.2134307299378,16.0724793319756,15.8985214900023,16.2606383269646,16.2688551983771,16.2140964528447
"LTV1",15.5209597028328,15.1876939922355,14.9116202934966,15.0304102281431,15.2049552641528,15.1529288720131
"DDX27",15.3813362046068,14.9047383328127,15.2870395661248,15.6414950295974,15.5599969027369,15.2791995052915
"PGAM5",15.2001376800129,15.3884799636549,15.0838985288927,15.5793983538948,15.9302298198654,15.3150554272973
"DIRAS2",15.4195163755623,15.7777684904163,15.0360468129797,15.2905261352585,15.1136008436979,14.8647715402484
"THOC3",12.9123916546986,12.2854698828619,15.3096771405078,14.7691422014975,15.0643533266765,15.1687281295859
"SERPINB12",15.5693871902994,15.7818363491756,15.4598058203618,15.3820560224574,16.1746899070851,16.164926169812
"RBM14",15.4504785649324,15.100262356147,14.9394051566889,14.5406275421816,15.2110755233137,14.9714889938281
"FAM111A",13.2795884415729,11.9178636794273,14.7686478629173,14.9730250938745,14.1052144865183,14.4813810020415
"GSDMA",14.162227977728,13.5343495771554,13.5923394163865,14.5418729443044,14.6035052267662,14.8618784259029
"SRPK1",14.4671282661353,13.9190186017992,14.0570082471155,14.3829186818041,14.5205438553835,14.5582393397007
"CDC5L",15.9580134164355,16.0382584314095,15.8022594682171,15.9078037316513,15.7374141476396,15.7210417639429
"WDR77",14.0908375959546,13.6478800877946,13.5911761236699,13.8727541301415,14.3862164266951,14.1411994220032
"LLPH",12.3256098830282,13.5076005952832,12.5622179735771,12.8871565535113,13.0133431038489,13.3971242933023
"MMTAG2",13.5886487057229,13.6863466636065,13.6505946083394,13.6505952814513,13.8646858544119,14.3702075766789
"GNL3",14.4179395206987,13.6445553892777,14.3797008253627,14.6269717896399,12.2739513716167,13.4074687758873
"POLDIP3",14.784600188564,15.4598999958225,14.4832068858867,14.075053398041,14.9990565456364,14.6822403502391
"NIFK",14.6054861736115,14.5111894851861,14.5057215687154,15.5471089254928,15.5996967006123,15.1212604770085
"DDX24",15.4247823738854,14.6595899658913,14.9492059284266,15.3722486754501,14.7377497055838,14.9846322925853
"POLR1E",15.791019970605,15.8993027028187,15.9098155199552,16.1524781606313,16.1551548172427,16.1904317942551
"NAT10",15.0858876804854,15.0616513331908,15.0461157699712,15.3020494601722,15.323261513514,15.4351394064533
"CCDC86",16.9801637265094,17.1658027366463,16.3101347032253,17.21627201722,17.5575893455785,17.1611124307928
"NRDE2",14.9932115587151,14.7715582806164,14.4988761259531,14.965023513318,14.1743779378607,14.7965979568235
"MED20",12.5698410685352,12.4511450983504,13.6999876129781,14.4164984962235,14.839909409958,14.3185553781541
"POLR1B",13.3793374793013,14.2741748191191,14.6481019978553,14.3447993761136,15.3429922464003,14.5784563114672
"MCCC2",15.9942323231842,15.5803660471036,16.1087318946158,16.3959136364387,16.0043771770525,15.7696245428349
"S100A14",12.6312582626918,12.3716228179507,13.9997407424415,14.1800897312774,14.3841031112071,13.9497825831631
"EXOSC4",16.5154369770313,16.1065570109888,16.194182416351,15.6699362985535,15.8355305103982,15.5133208555204
"EXOSC3",16.635977522549,16.1166775865035,15.9816241377367,15.8851448679124,16.1604218779302,16.2529213181362
"SDAD1",14.0993045429379,14.7714666177069,14.5384687484595,14.3577025753063,12.4161304174757,11.8325290442178
"NHP2",15.4083936335452,15.287889170994,15.0758983843503,15.14687021331,15.2282481120162,15.2605204445406
"CALML5",15.6568705248569,16.0158066003483,16.0845907549247,15.0158492765732,14.9062939046825,15.4864997570859
"RCC2",12.9778823117826,12.7437402278472,14.8455463071134,15.2191717731791,15.0996226459038,14.2647330892948
"PCDH10",12.4408576467627,13.8521446025388,13.2334301907673,13.4030349317708,13.4625905546349,12.5933271061695
"RRBP1",18.3408680390915,18.1159470842841,18.2466292751364,18.2628425521635,18.2225938962448,18.1852275203886
"LARS1",13.8757724811911,13.5934438604073,13.7316366011403,13.3212228335481,13.3634842827138,14.041146794427
"SRP68",15.0709632492223,15.7712050343157,14.846425833009,15.4718924912705,14.6147226677586,15.1865676570842
"DDX20",15.7665882518769,14.0693158392593,13.8518782380277,14.34763624663,15.243973151433,13.6265015368366
"RAB21",13.4127251689627,13.3576511040273,13.6383295659315,13.9450779951078,13.9216119654333,14.3051719811157
"INO80",14.5940947902441,14.7349821374402,14.8921272515242,14.6675966842656,14.9164645149401,14.8718780040312
"PRPF19",17.4984255645369,17.2292838283009,16.7753587336332,17.5067177597407,17.3264869824021,17.3761435381896
"RPL26L1",16.2822055756711,15.6088231004635,15.3444074003517,16.3640983956198,16.5061922699961,16.2255844077743
"AGTPBP1",13.569297642546,13.9313938656896,13.5167824387181,13.6332477375203,14.1421037857006,14.1132065898125
"RUVBL2",16.1531915900014,16.0166314866568,15.8745283457742,15.777302171193,15.9583935072426,15.8571133731673
"EIF3L",14.7495180863039,14.7192899852451,14.1571925669465,13.9725217384326,14.5384871558516,14.15725502695
"RUVBL1",15.0308802576633,14.8274659672154,15.0990243349333,14.6816740319984,14.9536440138848,14.7445795989495
"FARSA",16.1100808602022,15.9856844893361,14.8594630089659,14.4483435481255,15.1069044188825,14.7314248954975
"ASF1A",14.8374683804097,14.4301790148009,14.6558678231753,12.7433808123047,14.2048384154256,13.2319422191708
"DDX52",15.6314458588251,15.4458419720739,16.1384150864692,16.5638375294403,15.9547540743288,15.7143450752168
"NOP58",14.9212245924581,14.8251715203668,14.1488231527978,13.9949460394703,14.8541275167801,14.7342386990215
"NOP16",15.0738191038432,14.3765337417796,14.2367244486437,14.3099771316412,14.7867505139182,14.2653655452222
"MED31",11.9661268690718,15.5028448538853,11.9029920968976,15.2837906419726,16.0313173300236,15.4896937002018
"FAM32A",15.6150863259386,15.2421004160209,14.8633541202697,12.7829110762345,13.3763157126583,15.0720925240949
"HCFC2",14.5283660152796,14.0966699460418,13.9547380835529,14.0727270154526,14.5327466452845,14.266882195114
